comment_id,comment_text,sentiment,stance,topic,source,project_name,date_submitted,provenance_url
CMT14998,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Assam.  is issue bahut important hai.,Negative,Suggestion Only,Pollution,Manthan_compilation,Urban Metro Line,29-05-2023,https://example.org/Manthan_compilation/Urban_Metro_Line/14998
CMT22838,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Positive,Conditional Support,Biodiversity,MyGov_discussion,Urban Metro Line,27-11-2022,https://example.org/MyGov_discussion/Urban_Metro_Line/22838
CMT41980,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Negative,Oppose,Governance,Manthan_compilation,Afforestation Program,16-04-2023,https://example.org/Manthan_compilation/Afforestation_Program/41980
CMT17751,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Mixed,Neutral,Tribal Rights,NGO_submission,Irrigation Canal Project,17-06-2023,https://example.org/NGO_submission/Irrigation_Canal_Project/17751
CMT47280,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Mixed,Conditional Support,Education,NGO_submission,Thermal Power Expansion,14-04-2025,https://example.org/NGO_submission/Thermal_Power_Expansion/47280
CMT19024,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Mixed,Support,Governance,Manthan_compilation,Thermal Power Expansion,05-03-2023,https://example.org/Manthan_compilation/Thermal_Power_Expansion/19024
CMT17576,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Negative,Oppose,Public Health,NGO_submission,Waste-to-Energy Plant,22-07-2023,https://example.org/NGO_submission/Waste-to-Energy_Plant/17576
CMT05603,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Mixed,Suggestion Only,Governance,MoEFCC_attachment,Riverfront Development Project,26-11-2025,https://example.org/MoEFCC_attachment/Riverfront_Development_Project/5603
CMT32895,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Positive,Oppose,Public Health,MoEFCC_attachment,Thermal Power Expansion,31-10-2023,https://example.org/MoEFCC_attachment/Thermal_Power_Expansion/32895
CMT13922,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Negative,Suggestion Only,Governance,MoEFCC_attachment,Thermal Power Expansion,30-09-2023,https://example.org/MoEFCC_attachment/Thermal_Power_Expansion/13922
CMT05731,"I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in West Bengal. Additionally, The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.",Negative,Oppose,Biodiversity,MyGov_discussion,Industrial Park Phase II,06-10-2023,https://example.org/MyGov_discussion/Industrial_Park_Phase_II/5731
CMT14746,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Mixed,Suggestion Only,Renewable Energy,MoEFCC_attachment,Irrigation Canal Project,28-08-2025,https://example.org/MoEFCC_attachment/Irrigation_Canal_Project/14746
CMT05297,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Mixed,Oppose,Waste Management,Manthan_compilation,Afforestation Program,21-09-2024,https://example.org/Manthan_compilation/Afforestation_Program/5297
CMT13852,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.  kripya is par dhyan dein.,Negative,Suggestion Only,Waste Management,MoEFCC_attachment,Thermal Power Expansion,20-02-2024,https://example.org/MoEFCC_attachment/Thermal_Power_Expansion/13852
CMT45475,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Mixed,Conditional Support,Governance,Manthan_compilation,Riverfront Development Project,06-08-2023,https://example.org/Manthan_compilation/Riverfront_Development_Project/45475
CMT17697,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Mixed,Support,Land Acquisition,Manthan_compilation,Plastic Recycling Facility,15-11-2022,https://example.org/Manthan_compilation/Plastic_Recycling_Facility/17697
CMT25275,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Positive,Suggestion Only,Governance,MyGov_discussion,Solar Park Initiative,31-03-2025,https://example.org/MyGov_discussion/Solar_Park_Initiative/25275
CMT42940,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Neutral,Suggestion Only,Pollution,Manthan_compilation,Mining Lease Proposal,06-05-2025,https://example.org/Manthan_compilation/Mining_Lease_Proposal/42940
CMT28380,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Negative,Oppose,Renewable Energy,MoEFCC_attachment,Industrial Park Phase II,15-08-2023,https://example.org/MoEFCC_attachment/Industrial_Park_Phase_II/28380
CMT20919,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.  local logon ka sahyog lena zaroori hai.,Positive,Support,Water Management,NGO_submission,Solar Park Initiative,27-11-2024,https://example.org/NGO_submission/Solar_Park_Initiative/20919
CMT42834,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Maharashtra.,Negative,Oppose,Governance,Manthan_compilation,Mining Lease Proposal,05-02-2025,https://example.org/Manthan_compilation/Mining_Lease_Proposal/42834
CMT40438,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Neutral,Support,Renewable Energy,Manthan_compilation,Afforestation Program,08-06-2024,https://example.org/Manthan_compilation/Afforestation_Program/40438
CMT06870,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.  kripya is par dhyan dein.,Neutral,Suggestion Only,Waste Management,MyGov_discussion,Irrigation Canal Project,15-03-2024,https://example.org/MyGov_discussion/Irrigation_Canal_Project/6870
CMT21043,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Negative,Neutral,Biodiversity,NGO_submission,Hydropower Dam Project,04-04-2023,https://example.org/NGO_submission/Hydropower_Dam_Project/21043
CMT43241,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Mixed,Oppose,Land Acquisition,MoEFCC_attachment,Industrial Park Phase II,11-01-2023,https://example.org/MoEFCC_attachment/Industrial_Park_Phase_II/43241
CMT09944,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Mixed,Support,Water Management,MoEFCC_attachment,Industrial Park Phase II,10-03-2025,https://example.org/MoEFCC_attachment/Industrial_Park_Phase_II/9944
CMT09644,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Rajasthan.,Negative,Oppose,Environment,NGO_submission,Hydropower Dam Project,26-06-2024,https://example.org/NGO_submission/Hydropower_Dam_Project/9644
CMT14893,"This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.  local logon ka sahyog lena zaroori hai. Additionally, The proposed site is too close to residential areas and risks public health due to air and noise pollution.",Positive,Support,Governance,NGO_submission,Waste-to-Energy Plant,17-07-2023,https://example.org/NGO_submission/Waste-to-Energy_Plant/14893
CMT29710,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Mixed,Neutral,Biodiversity,MoEFCC_attachment,Riverfront Development Project,18-09-2025,https://example.org/MoEFCC_attachment/Riverfront_Development_Project/29710
CMT39662,"Please ensure that solid waste management plans comply with SWM rules and include segregation at source.  local logon ka sahyog lena zaroori hai. Additionally, I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Rajasthan.",Neutral,Suggestion Only,Transport,Manthan_compilation,Industrial Park Phase II,31-10-2025,https://example.org/Manthan_compilation/Industrial_Park_Phase_II/39662
CMT39450,The proposed Industrial Park Phase II will create jobs but the EIA report fails to address long-term pollution impacts near Jharkhand.,Negative,Support,Renewable Energy,NGO_submission,Industrial Park Phase II,17-05-2023,https://example.org/NGO_submission/Industrial_Park_Phase_II/39450
CMT38197,The proposed Waste-to-Energy Plant will create jobs but the EIA report fails to address long-term pollution impacts near Karnataka.,Mixed,Suggestion Only,Livelihood,MyGov_discussion,Waste-to-Energy Plant,05-06-2025,https://example.org/MyGov_discussion/Waste-to-Energy_Plant/38197
CMT09191,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Negative,Oppose,Agriculture,MyGov_discussion,Industrial Park Phase II,19-10-2024,https://example.org/MyGov_discussion/Industrial_Park_Phase_II/9191
CMT48025,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Positive,Support,Governance,MyGov_discussion,Irrigation Canal Project,20-04-2024,https://example.org/MyGov_discussion/Irrigation_Canal_Project/48025
CMT21651,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Mixed,Support,Transport,MyGov_discussion,Hydropower Dam Project,18-12-2023,https://example.org/MyGov_discussion/Hydropower_Dam_Project/21651
CMT03787,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Mixed,Oppose,Biodiversity,MyGov_discussion,Urban Metro Line,14-02-2023,https://example.org/MyGov_discussion/Urban_Metro_Line/3787
CMT34553,Please provide a clear plan for wastewater treatment and monitoring before approving this project.  kripya is par dhyan dein.,Negative,Support,Biodiversity,MyGov_discussion,Irrigation Canal Project,16-06-2024,https://example.org/MyGov_discussion/Irrigation_Canal_Project/34553
CMT29810,The proposed Hydropower Dam Project will create jobs but the EIA report fails to address long-term pollution impacts near Odisha.  local logon ka sahyog lena zaroori hai.,Positive,Oppose,Environment,MyGov_discussion,Hydropower Dam Project,22-08-2024,https://example.org/MyGov_discussion/Hydropower_Dam_Project/29810
CMT39885,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Mixed,Oppose,Land Acquisition,Manthan_compilation,Afforestation Program,20-05-2024,https://example.org/Manthan_compilation/Afforestation_Program/39885
CMT04684,"Please provide a clear plan for wastewater treatment and monitoring before approving this project. Additionally, The proposed site is too close to residential areas and risks public health due to air and noise pollution.",Negative,Oppose,Renewable Energy,Manthan_compilation,Hydropower Dam Project,27-08-2024,https://example.org/Manthan_compilation/Hydropower_Dam_Project/4684
CMT42815,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Negative,Suggestion Only,Land Acquisition,Manthan_compilation,Coastal Highway,10-12-2022,https://example.org/Manthan_compilation/Coastal_Highway/42815
CMT04271,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Negative,Suggestion Only,Transport,MyGov_discussion,Riverfront Development Project,10-02-2025,https://example.org/MyGov_discussion/Riverfront_Development_Project/4271
CMT32114,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.  yeh hamare liye zaroori hai.,Mixed,Suggestion Only,Water Management,NGO_submission,Afforestation Program,24-06-2025,https://example.org/NGO_submission/Afforestation_Program/32114
CMT34807,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Positive,Oppose,Water Management,NGO_submission,Hydropower Dam Project,10-08-2023,https://example.org/NGO_submission/Hydropower_Dam_Project/34807
CMT20426,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Positive,Conditional Support,Pollution,Manthan_compilation,Plastic Recycling Facility,17-11-2024,https://example.org/Manthan_compilation/Plastic_Recycling_Facility/20426
CMT42050,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Mixed,Conditional Support,Agriculture,NGO_submission,Plastic Recycling Facility,31-12-2024,https://example.org/NGO_submission/Plastic_Recycling_Facility/42050
CMT19282,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Maharashtra.,Mixed,Oppose,Renewable Energy,Manthan_compilation,Solar Park Initiative,20-07-2023,https://example.org/Manthan_compilation/Solar_Park_Initiative/19282
CMT48357,"This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards. Additionally, The public hearing process lacked transparency; many villagers did not receive notice and could not participate.",Mixed,Conditional Support,Education,NGO_submission,Irrigation Canal Project,02-11-2024,https://example.org/NGO_submission/Irrigation_Canal_Project/48357
CMT44952,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Assam.,Mixed,Oppose,Water Management,MyGov_discussion,Mining Lease Proposal,11-07-2025,https://example.org/MyGov_discussion/Mining_Lease_Proposal/44952
CMT40645,"No proper groundwater recharge study has been provided; this could worsen water scarcity locally. Additionally, The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.",Mixed,Conditional Support,Biodiversity,NGO_submission,Coastal Highway,05-11-2022,https://example.org/NGO_submission/Coastal_Highway/40645
CMT03341,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Negative,Suggestion Only,Public Health,MyGov_discussion,Coastal Highway,06-08-2025,https://example.org/MyGov_discussion/Coastal_Highway/3341
CMT43903,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Neutral,Support,Renewable Energy,Manthan_compilation,Urban Metro Line,14-11-2022,https://example.org/Manthan_compilation/Urban_Metro_Line/43903
CMT19038,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Positive,Oppose,Public Health,Manthan_compilation,Industrial Park Phase II,03-10-2024,https://example.org/Manthan_compilation/Industrial_Park_Phase_II/19038
CMT32231,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Positive,Support,Water Management,MyGov_discussion,Riverfront Development Project,03-09-2022,https://example.org/MyGov_discussion/Riverfront_Development_Project/32231
CMT38680,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Mixed,Oppose,Waste Management,MyGov_discussion,Mining Lease Proposal,17-06-2024,https://example.org/MyGov_discussion/Mining_Lease_Proposal/38680
CMT14288,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Negative,Neutral,Governance,MoEFCC_attachment,Riverfront Development Project,23-06-2024,https://example.org/MoEFCC_attachment/Riverfront_Development_Project/14288
CMT41864,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Bihar.,Mixed,Suggestion Only,Transport,MoEFCC_attachment,Mining Lease Proposal,17-11-2022,https://example.org/MoEFCC_attachment/Mining_Lease_Proposal/41864
CMT41283,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Negative,Suggestion Only,Transport,MoEFCC_attachment,Industrial Park Phase II,25-12-2022,https://example.org/MoEFCC_attachment/Industrial_Park_Phase_II/41283
CMT02032,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Mixed,Oppose,Public Health,Manthan_compilation,Plastic Recycling Facility,21-07-2024,https://example.org/Manthan_compilation/Plastic_Recycling_Facility/2032
CMT21474,The proposed Plastic Recycling Facility will create jobs but the EIA report fails to address long-term pollution impacts near Himachal Pradesh.,Negative,Support,Governance,MoEFCC_attachment,Plastic Recycling Facility,06-10-2022,https://example.org/MoEFCC_attachment/Plastic_Recycling_Facility/21474
CMT17198,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Mixed,Suggestion Only,Biodiversity,NGO_submission,Irrigation Canal Project,09-11-2023,https://example.org/NGO_submission/Irrigation_Canal_Project/17198
CMT07236,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Mixed,Neutral,Agriculture,Manthan_compilation,Solar Park Initiative,04-10-2023,https://example.org/Manthan_compilation/Solar_Park_Initiative/7236
CMT12756,"I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Karnataka. Additionally, The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.",Mixed,Oppose,Governance,NGO_submission,Mining Lease Proposal,08-10-2022,https://example.org/NGO_submission/Mining_Lease_Proposal/12756
CMT15328,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.  yeh hamare liye zaroori hai.,Positive,Support,Waste Management,MyGov_discussion,Afforestation Program,13-05-2024,https://example.org/MyGov_discussion/Afforestation_Program/15328
CMT30952,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Positive,Support,Governance,MoEFCC_attachment,Hydropower Dam Project,09-12-2022,https://example.org/MoEFCC_attachment/Hydropower_Dam_Project/30952
CMT20591,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Mixed,Support,Environment,MyGov_discussion,Urban Metro Line,24-09-2025,https://example.org/MyGov_discussion/Urban_Metro_Line/20591
CMT29851,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Mixed,Support,Agriculture,MyGov_discussion,Mining Lease Proposal,02-04-2025,https://example.org/MyGov_discussion/Mining_Lease_Proposal/29851
CMT01080,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Mixed,Support,Infrastructure,Manthan_compilation,Riverfront Development Project,14-04-2025,https://example.org/Manthan_compilation/Riverfront_Development_Project/1080
CMT18611,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Positive,Conditional Support,Tribal Rights,Manthan_compilation,Industrial Park Phase II,10-11-2024,https://example.org/Manthan_compilation/Industrial_Park_Phase_II/18611
CMT47050,The proposed Plastic Recycling Facility will create jobs but the EIA report fails to address long-term pollution impacts near West Bengal.,Positive,Neutral,Waste Management,NGO_submission,Plastic Recycling Facility,28-02-2025,https://example.org/NGO_submission/Plastic_Recycling_Facility/47050
CMT28092,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Positive,Conditional Support,Governance,MoEFCC_attachment,Solar Park Initiative,03-08-2023,https://example.org/MoEFCC_attachment/Solar_Park_Initiative/28092
CMT27282,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Neutral,Oppose,Education,NGO_submission,Plastic Recycling Facility,11-06-2023,https://example.org/NGO_submission/Plastic_Recycling_Facility/27282
CMT38418,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Positive,Oppose,Land Acquisition,MoEFCC_attachment,Urban Metro Line,22-03-2023,https://example.org/MoEFCC_attachment/Urban_Metro_Line/38418
CMT27673,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.  kripya is par dhyan dein.,Positive,Support,Biodiversity,NGO_submission,Industrial Park Phase II,31-03-2023,https://example.org/NGO_submission/Industrial_Park_Phase_II/27673
CMT26027,"I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Punjab. Additionally, Please ensure that solid waste management plans comply with SWM rules and include segregation at source.",Negative,Suggestion Only,Biodiversity,NGO_submission,Riverfront Development Project,24-03-2025,https://example.org/NGO_submission/Riverfront_Development_Project/26027
CMT14319,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Negative,Oppose,Biodiversity,Manthan_compilation,Solar Park Initiative,26-09-2022,https://example.org/Manthan_compilation/Solar_Park_Initiative/14319
CMT28806,"This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs. Additionally, The government should include special provisions for tribal rights and meaningful consent in the decision-making process.",Mixed,Conditional Support,Pollution,NGO_submission,Thermal Power Expansion,15-11-2024,https://example.org/NGO_submission/Thermal_Power_Expansion/28806
CMT14507,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Positive,Neutral,Agriculture,MyGov_discussion,Solar Park Initiative,19-02-2025,https://example.org/MyGov_discussion/Solar_Park_Initiative/14507
CMT36631,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Negative,Oppose,Infrastructure,Manthan_compilation,Waste-to-Energy Plant,25-08-2024,https://example.org/Manthan_compilation/Waste-to-Energy_Plant/36631
CMT02937,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Mixed,Oppose,Pollution,NGO_submission,Industrial Park Phase II,19-12-2023,https://example.org/NGO_submission/Industrial_Park_Phase_II/2937
CMT03918,"There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats. Additionally, This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.",Mixed,Oppose,Public Health,Manthan_compilation,Solar Park Initiative,22-10-2025,https://example.org/Manthan_compilation/Solar_Park_Initiative/3918
CMT30064,"The government should include special provisions for tribal rights and meaningful consent in the decision-making process. Additionally, The proposed Industrial Park Phase II will create jobs but the EIA report fails to address long-term pollution impacts near Rajasthan.",Neutral,Conditional Support,Governance,NGO_submission,Industrial Park Phase II,02-11-2022,https://example.org/NGO_submission/Industrial_Park_Phase_II/30064
CMT34458,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Jharkhand.,Negative,Suggestion Only,Waste Management,MoEFCC_attachment,Waste-to-Energy Plant,09-08-2023,https://example.org/MoEFCC_attachment/Waste-to-Energy_Plant/34458
CMT26300,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.  iska samadhan jaldi chahiye.,Mixed,Support,Biodiversity,Manthan_compilation,Irrigation Canal Project,02-08-2024,https://example.org/Manthan_compilation/Irrigation_Canal_Project/26300
CMT28113,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Neutral,Support,Livelihood,MyGov_discussion,Urban Metro Line,19-09-2025,https://example.org/MyGov_discussion/Urban_Metro_Line/28113
CMT45548,The proposed site is too close to residential areas and risks public health due to air and noise pollution.  local logon ka sahyog lena zaroori hai.,Mixed,Suggestion Only,Transport,MoEFCC_attachment,Coastal Highway,28-09-2025,https://example.org/MoEFCC_attachment/Coastal_Highway/45548
CMT33074,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Negative,Oppose,Pollution,MyGov_discussion,Riverfront Development Project,23-04-2025,https://example.org/MyGov_discussion/Riverfront_Development_Project/33074
CMT36825,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Positive,Oppose,Environment,Manthan_compilation,Industrial Park Phase II,10-09-2023,https://example.org/Manthan_compilation/Industrial_Park_Phase_II/36825
CMT44658,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Karnataka.,Negative,Suggestion Only,Public Health,NGO_submission,Irrigation Canal Project,26-06-2023,https://example.org/NGO_submission/Irrigation_Canal_Project/44658
CMT09838,"There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats. Additionally, The public hearing process lacked transparency; many villagers did not receive notice and could not participate.",Mixed,Oppose,Governance,MoEFCC_attachment,Thermal Power Expansion,15-04-2025,https://example.org/MoEFCC_attachment/Thermal_Power_Expansion/9838
CMT09707,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Negative,Oppose,Transport,MyGov_discussion,Afforestation Program,03-06-2025,https://example.org/MyGov_discussion/Afforestation_Program/9707
CMT35082,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Positive,Support,Environment,MoEFCC_attachment,Solar Park Initiative,25-10-2023,https://example.org/MoEFCC_attachment/Solar_Park_Initiative/35082
CMT30721,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Negative,Neutral,Environment,NGO_submission,Plastic Recycling Facility,24-12-2024,https://example.org/NGO_submission/Plastic_Recycling_Facility/30721
CMT26028,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Neutral,Conditional Support,Tribal Rights,MoEFCC_attachment,Irrigation Canal Project,29-10-2023,https://example.org/MoEFCC_attachment/Irrigation_Canal_Project/26028
CMT14309,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Mixed,Conditional Support,Transport,Manthan_compilation,Afforestation Program,26-09-2023,https://example.org/Manthan_compilation/Afforestation_Program/14309
CMT34582,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Rajasthan.,Mixed,Suggestion Only,Infrastructure,NGO_submission,Mining Lease Proposal,23-07-2024,https://example.org/NGO_submission/Mining_Lease_Proposal/34582
CMT19881,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.  iska samadhan jaldi chahiye.,Neutral,Conditional Support,Renewable Energy,Manthan_compilation,Hydropower Dam Project,12-10-2024,https://example.org/Manthan_compilation/Hydropower_Dam_Project/19881
CMT41799,The proposed Afforestation Program will create jobs but the EIA report fails to address long-term pollution impacts near Rajasthan.,Mixed,Conditional Support,Livelihood,MyGov_discussion,Afforestation Program,07-03-2025,https://example.org/MyGov_discussion/Afforestation_Program/41799
CMT02063,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.  iska samadhan jaldi chahiye.,Negative,Conditional Support,Tribal Rights,MoEFCC_attachment,Solar Park Initiative,04-07-2024,https://example.org/MoEFCC_attachment/Solar_Park_Initiative/2063
CMT06471,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Neutral,Oppose,Governance,MoEFCC_attachment,Plastic Recycling Facility,02-10-2025,https://example.org/MoEFCC_attachment/Plastic_Recycling_Facility/6471
CMT17401,"The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines. Additionally, I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Mixed,Suggestion Only,Renewable Energy,MyGov_discussion,Urban Metro Line,08-04-2024,https://example.org/MyGov_discussion/Urban_Metro_Line/17401
CMT06478,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Mixed,Suggestion Only,Governance,Manthan_compilation,Industrial Park Phase II,23-03-2024,https://example.org/Manthan_compilation/Industrial_Park_Phase_II/6478
CMT38221,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.  local logon ka sahyog lena zaroori hai.,Positive,Support,Livelihood,NGO_submission,Afforestation Program,09-06-2023,https://example.org/NGO_submission/Afforestation_Program/38221
CMT11280,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Negative,Suggestion Only,Education,Manthan_compilation,Waste-to-Energy Plant,24-07-2023,https://example.org/Manthan_compilation/Waste-to-Energy_Plant/11280
CMT29832,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Negative,Suggestion Only,Renewable Energy,NGO_submission,Hydropower Dam Project,07-04-2023,https://example.org/NGO_submission/Hydropower_Dam_Project/29832
CMT16941,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Neutral,Conditional Support,Waste Management,Manthan_compilation,Mining Lease Proposal,17-05-2025,https://example.org/Manthan_compilation/Mining_Lease_Proposal/16941
CMT29123,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Negative,Oppose,Waste Management,MoEFCC_attachment,Waste-to-Energy Plant,02-05-2025,https://example.org/MoEFCC_attachment/Waste-to-Energy_Plant/29123
CMT42675,"The proposed Afforestation Program will create jobs but the EIA report fails to address long-term pollution impacts near Uttar Pradesh.  iska samadhan jaldi chahiye. Additionally, The government should include special provisions for tribal rights and meaningful consent in the decision-making process.",Positive,Neutral,Education,NGO_submission,Afforestation Program,25-04-2025,https://example.org/NGO_submission/Afforestation_Program/42675
CMT49855,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Mixed,Conditional Support,Environment,MyGov_discussion,Hydropower Dam Project,16-05-2023,https://example.org/MyGov_discussion/Hydropower_Dam_Project/49855
CMT37039,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Uttarakhand.,Negative,Oppose,Pollution,MoEFCC_attachment,Waste-to-Energy Plant,22-02-2023,https://example.org/MoEFCC_attachment/Waste-to-Energy_Plant/37039
CMT08532,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Neutral,Conditional Support,Pollution,MyGov_discussion,Thermal Power Expansion,11-05-2023,https://example.org/MyGov_discussion/Thermal_Power_Expansion/8532
CMT43130,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.  local logon ka sahyog lena zaroori hai.,Mixed,Neutral,Tribal Rights,Manthan_compilation,Hydropower Dam Project,28-08-2025,https://example.org/Manthan_compilation/Hydropower_Dam_Project/43130
CMT20471,The public hearing process lacked transparency; many villagers did not receive notice and could not participate.,Positive,Support,Agriculture,MyGov_discussion,Solar Park Initiative,19-11-2025,https://example.org/MyGov_discussion/Solar_Park_Initiative/20471
CMT23048,The proposed Irrigation Canal Project will create jobs but the EIA report fails to address long-term pollution impacts near West Bengal.  yeh hamare liye zaroori hai.,Negative,Neutral,Transport,MoEFCC_attachment,Irrigation Canal Project,05-11-2023,https://example.org/MoEFCC_attachment/Irrigation_Canal_Project/23048
CMT09096,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Himachal Pradesh.,Mixed,Oppose,Renewable Energy,Manthan_compilation,Coastal Highway,05-08-2023,https://example.org/Manthan_compilation/Coastal_Highway/9096
CMT19523,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Karnataka.,Mixed,Oppose,Livelihood,NGO_submission,Urban Metro Line,26-12-2024,https://example.org/NGO_submission/Urban_Metro_Line/19523
